date,supplier_id,supplier_name,region,product_category,lead_time_days,lead_time_std_days,reliability_score,geopolitical_risk_index,port_congestion_index,weather_risk_index,weather_risk_level,commodity_price_index,price_swing_pct,days_since_last_disruption,average_cost_per_unit,annual_volume_units,single_source,reliability_risk,lead_time_risk,lead_time_variability,geopolitical_risk,weather_risk,price_volatility,disruption_recency,composite_index,disrupted,target_disruption_7d,label_valid
2026-07-22,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,47.6,47.7,50.4,medium,107.91,2.36,999,49.24,48610,0,0.304,0.3625,0.1026,0.4763,0.504,0.0944,0.0,27.4928,0,1,True
2026-07-23,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,44.9,57.8,58.9,medium,108.21,2.5,999,49.24,48610,0,0.304,0.3625,0.1026,0.4877,0.589,0.1,0.0,28.9552,0,1,True
2026-07-24,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,41.0,60.2,51.5,medium,108.93,3.17,999,49.24,48610,0,0.304,0.3625,0.1026,0.4676,0.515,0.1268,0.0,27.879,1,1,True
2026-07-25,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,48.3,54.9,50.6,medium,109.4,3.11,1,49.24,48610,0,0.304,0.3625,0.1026,0.5028,0.506,0.1244,0.9672,43.8333,1,0,True
2026-07-26,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,57.0,47.3,36.1,low,109.0,3.11,1,49.24,48610,0,0.304,0.3625,0.1026,0.5409,0.361,0.1244,0.9672,42.4891,0,0,True
2026-07-27,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,54.6,47.4,33.2,low,109.33,3.11,2,49.24,48610,0,0.304,0.3625,0.1026,0.5244,0.332,0.1244,0.9355,41.2788,0,0,True
2026-07-28,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,55.2,52.8,25.5,low,110.34,3.98,3,49.24,48610,0,0.304,0.3625,0.1026,0.5448,0.255,0.1592,0.9048,40.4948,0,0,True
2026-07-29,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,54.4,52.0,29.6,low,109.86,3.98,4,49.24,48610,0,0.304,0.3625,0.1026,0.5368,0.296,0.1592,0.8752,40.4502,0,0,True
2026-07-30,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,61.7,55.3,33.1,low,111.01,4.59,5,49.24,48610,0,0.304,0.3625,0.1026,0.5978,0.331,0.1836,0.8465,41.8719,0,0,True
2026-07-31,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,49.6,54.3,40.1,medium,111.21,4.77,6,49.24,48610,0,0.304,0.3625,0.1026,0.5101,0.401,0.1908,0.8187,40.9157,0,0,True
2026-08-01,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,51.1,58.2,56.1,medium,110.98,4.77,7,49.24,48610,0,0.304,0.3625,0.1026,0.5323,0.561,0.1908,0.7919,43.1259,0,0,True
2026-08-02,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,47.2,49.3,62.8,medium,110.5,4.77,8,49.24,48610,0,0.304,0.3625,0.1026,0.4783,0.628,0.1908,0.7659,42.6765,0,0,True
2026-08-03,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,36.2,58.6,46.6,medium,110.37,4.76,9,49.24,48610,0,0.304,0.3625,0.1026,0.4292,0.466,0.1904,0.7408,39.1181,0,0,True
2026-08-04,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,36.2,52.2,55.1,medium,109.32,4.76,10,49.24,48610,0,0.304,0.3625,0.1026,0.41,0.551,0.1904,0.7165,39.5739,0,0,True
2026-08-05,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,46.8,56.8,56.8,medium,109.09,4.76,11,49.24,48610,0,0.304,0.3625,0.1026,0.498,0.568,0.1904,0.693,41.0201,0,0,True
2026-08-06,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,43.8,55.1,56.2,medium,108.95,4.75,12,49.24,48610,0,0.304,0.3625,0.1026,0.4719,0.562,0.19,0.6703,40.098,0,1,True
2026-08-07,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,48.2,54.5,56.5,medium,108.37,4.75,13,49.24,48610,0,0.304,0.3625,0.1026,0.5009,0.565,0.19,0.6483,40.3104,0,1,True
2026-08-08,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,53.9,53.3,58.7,medium,108.77,4.75,14,49.24,48610,0,0.304,0.3625,0.1026,0.5372,0.587,0.19,0.6271,40.9317,0,1,True
2026-08-09,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,52.9,54.9,52.1,medium,108.65,4.34,15,49.24,48610,0,0.304,0.3625,0.1026,0.535,0.521,0.1736,0.6065,39.4423,0,1,True
2026-08-10,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,52.8,57.3,51.9,medium,108.31,4.33,16,49.24,48610,0,0.304,0.3625,0.1026,0.5415,0.519,0.1732,0.5866,39.2084,0,1,True
2026-08-11,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,43.9,62.5,64.4,medium,108.13,4.05,17,49.24,48610,0,0.304,0.3625,0.1026,0.4948,0.644,0.162,0.5674,39.6757,0,1,True
2026-08-12,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,41.1,68.8,56.3,medium,108.33,4.05,18,49.24,48610,0,0.304,0.3625,0.1026,0.4941,0.563,0.162,0.5488,38.2314,0,1,True
2026-08-13,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,46.5,68.5,47.2,medium,108.36,4.04,19,49.24,48610,0,0.304,0.3625,0.1026,0.531,0.472,0.1616,0.5308,37.329,1,0,True
2026-08-14,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,47.0,75.5,49.3,medium,107.99,4.04,1,49.24,48610,0,0.304,0.3625,0.1026,0.5555,0.493,0.1616,0.9672,45.0463,0,0,True
2026-08-15,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,48.9,72.9,41.0,medium,108.05,4.04,2,49.24,48610,0,0.304,0.3625,0.1026,0.561,0.41,0.1616,0.9355,43.476,0,0,True
2026-08-16,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,49.4,75.9,29.3,low,108.03,4.04,3,49.24,48610,0,0.304,0.3625,0.1026,0.5735,0.293,0.1616,0.9048,41.5722,0,0,True
2026-08-17,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,59.6,75.0,33.3,low,107.41,3.93,4,49.24,48610,0,0.304,0.3625,0.1026,0.6422,0.333,0.1572,0.8752,42.8414,0,0,True
2026-08-18,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,55.8,69.1,52.9,medium,107.25,3.93,5,49.24,48610,0,0.304,0.3625,0.1026,0.5979,0.529,0.1572,0.8465,44.3289,0,0,True
2026-08-19,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,62.2,68.0,53.8,medium,107.57,3.64,6,49.24,48610,0,0.304,0.3625,0.1026,0.6394,0.538,0.1456,0.8187,44.6187,0,0,True
2026-08-20,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,60.7,68.7,56.5,medium,107.88,3.64,7,49.24,48610,0,0.304,0.3625,0.1026,0.631,0.565,0.1456,0.7919,44.4161,0,0,True
2026-08-21,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,66.8,66.5,37.2,low,107.75,3.64,8,49.24,48610,0,0.304,0.3625,0.1026,0.6671,0.372,0.1456,0.7659,41.9485,0,0,True
2026-08-22,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,58.2,66.9,46.4,medium,108.12,3.64,9,49.24,48610,0,0.304,0.3625,0.1026,0.6081,0.464,0.1456,0.7408,41.7727,0,0,True
2026-08-23,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,57.6,69.7,50.2,medium,107.59,3.64,10,49.24,48610,0,0.304,0.3625,0.1026,0.6123,0.502,0.1456,0.7165,41.9917,0,0,True
2026-08-24,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,54.3,67.4,46.0,medium,107.07,3.81,11,49.24,48610,0,0.304,0.3625,0.1026,0.5823,0.46,0.1524,0.693,40.5695,0,0,True
2026-08-25,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,54.0,50.0,50.7,medium,106.94,3.93,12,49.24,48610,0,0.304,0.3625,0.1026,0.528,0.507,0.1572,0.6703,39.9442,0,0,True
2026-08-26,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,58.9,59.6,54.1,medium,107.75,3.93,13,49.24,48610,0,0.304,0.3625,0.1026,0.5911,0.541,0.1572,0.6483,41.2044,0,0,True
2026-08-27,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,59.0,57.3,45.2,medium,107.84,3.93,14,49.24,48610,0,0.304,0.3625,0.1026,0.5849,0.452,0.1572,0.6271,39.5067,0,0,True
2026-08-28,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,63.2,52.6,51.5,medium,107.69,3.94,15,49.24,48610,0,0.304,0.3625,0.1026,0.6002,0.515,0.1576,0.6065,40.3399,0,0,True
2026-08-29,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,57.7,47.1,64.2,medium,108.52,3.94,16,49.24,48610,0,0.304,0.3625,0.1026,0.5452,0.642,0.1576,0.5866,40.8098,0,0,True
2026-08-30,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,52.4,46.5,60.5,medium,108.37,3.73,17,49.24,48610,0,0.304,0.3625,0.1026,0.5063,0.605,0.1492,0.5674,39.1831,0,0,True
2026-08-31,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,51.8,44.8,51.9,medium,109.58,3.29,18,49.24,48610,0,0.304,0.3625,0.1026,0.497,0.519,0.1316,0.5488,37.3028,0,0,True
2026-09-01,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,51.0,42.5,51.8,medium,109.3,3.17,19,49.24,48610,0,0.304,0.3625,0.1026,0.4845,0.518,0.1268,0.5308,36.7184,0,0,True
2026-09-02,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,49.7,40.7,61.2,medium,108.75,2.44,20,49.24,48610,0,0.304,0.3625,0.1026,0.47,0.612,0.0976,0.5134,37.1445,0,0,True
2026-09-03,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,44.9,45.7,49.1,medium,108.66,2.44,21,49.24,48610,0,0.304,0.3625,0.1026,0.4514,0.491,0.0976,0.4966,34.8464,0,0,True
2026-09-04,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,51.0,57.8,56.7,medium,108.53,2.44,22,49.24,48610,0,0.304,0.3625,0.1026,0.5304,0.567,0.0976,0.4803,37.0719,0,0,True
2026-09-05,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,48.9,61.7,50.7,medium,108.09,2.44,23,49.24,48610,0,0.304,0.3625,0.1026,0.5274,0.507,0.0976,0.4646,35.926,0,0,True
2026-09-06,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,55.5,66.6,54.8,medium,109.5,2.44,24,49.24,48610,0,0.304,0.3625,0.1026,0.5883,0.548,0.0976,0.4493,37.3525,0,0,True
2026-09-07,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,54.4,62.9,50.4,medium,109.67,2.52,25,49.24,48610,0,0.304,0.3625,0.1026,0.5695,0.504,0.1008,0.4346,36.2008,0,0,True
2026-09-08,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,56.5,62.2,47.0,medium,109.92,2.75,26,49.24,48610,0,0.304,0.3625,0.1026,0.5821,0.47,0.11,0.4204,35.834,0,0,True
2026-09-09,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,57.9,63.4,63.9,medium,109.67,2.75,27,49.24,48610,0,0.304,0.3625,0.1026,0.5955,0.639,0.11,0.4066,38.2208,0,0,True
2026-09-10,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,52.5,58.7,49.4,medium,109.36,2.75,28,49.24,48610,0,0.304,0.3625,0.1026,0.5436,0.494,0.11,0.3932,35.0433,0,0,True
2026-09-11,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,53.6,55.9,56.0,medium,109.92,2.75,29,49.24,48610,0,0.304,0.3625,0.1026,0.5429,0.56,0.11,0.3803,35.7484,0,0,True
2026-09-12,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,61.9,60.2,72.5,high,109.01,2.75,30,49.24,48610,0,0.304,0.3625,0.1026,0.6139,0.725,0.11,0.3679,39.1369,0,0,True
2026-09-13,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,61.0,65.2,75.3,high,108.39,2.75,31,49.24,48610,0,0.304,0.3625,0.1026,0.6226,0.753,0.11,0.3558,39.4925,0,0,True
2026-09-14,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,63.3,64.0,89.7,high,108.26,2.75,32,49.24,48610,0,0.304,0.3625,0.1026,0.6351,0.897,0.11,0.3442,41.5469,0,0,True
2026-09-15,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,64.3,56.4,77.7,high,108.99,2.75,33,49.24,48610,0,0.304,0.3625,0.1026,0.6193,0.777,0.11,0.3329,39.402,0,0,True
2026-09-16,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,63.3,54.6,73.6,high,108.79,2.75,34,49.24,48610,0,0.304,0.3625,0.1026,0.6069,0.736,0.11,0.322,38.4302,0,1,True
2026-09-17,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,61.9,47.1,78.9,high,109.01,2.75,35,49.24,48610,0,0.304,0.3625,0.1026,0.5746,0.789,0.11,0.3114,38.4219,0,1,False
2026-09-18,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,62.4,48.7,83.6,high,109.03,2.74,36,49.24,48610,0,0.304,0.3625,0.1026,0.5829,0.836,0.1096,0.3012,39.0611,0,1,False
2026-09-19,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,63.9,51.0,73.2,high,109.73,2.74,37,49.24,48610,0,0.304,0.3625,0.1026,0.6003,0.732,0.1096,0.2913,37.7604,0,1,False
2026-09-20,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,55.1,50.1,69.1,high,108.87,2.74,38,49.24,48610,0,0.304,0.3625,0.1026,0.536,0.691,0.1096,0.2818,35.8761,0,1,False
2026-09-21,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,55.2,52.1,35.5,low,109.27,2.74,39,49.24,48610,0,0.304,0.3625,0.1026,0.5427,0.355,0.1096,0.2725,31.1449,0,1,False
2026-09-22,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,53.2,54.8,39.4,low,109.16,2.74,40,49.24,48610,0,0.304,0.3625,0.1026,0.5368,0.394,0.1096,0.2636,31.4418,0,1,False
2026-09-23,SUP_026,Karachi Cotton,South Asia,Raw Materials,39,2.0,0.696,50.6,56.2,62.4,medium,109.66,2.74,41,49.24,48610,0,0.304,0.3625,0.1026,0.5228,0.624,0.1096,0.255,34.2715,1,0,False
2026-06-01,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,30.6,49.2,50.6,medium,102.3,0.0,999,23.87,52799,1,0.25,0.0875,0.4824,0.3618,0.506,0.0,0.0,24.2949,0,0,True
2026-06-02,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,31.8,47.6,41.3,medium,103.95,0.0,999,23.87,52799,1,0.25,0.0875,0.4824,0.3654,0.413,0.0,0.0,23.0577,0,0,True
2026-06-03,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,32.3,36.4,41.0,medium,102.93,0.0,999,23.87,52799,1,0.25,0.0875,0.4824,0.3353,0.41,0.0,0.0,22.4739,0,0,True
2026-06-04,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,28.4,30.6,58.5,medium,102.07,0.0,999,23.87,52799,1,0.25,0.0875,0.4824,0.2906,0.585,0.0,0.0,24.1193,0,0,True
2026-06-05,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,23.8,40.5,67.2,high,101.01,2.87,999,23.87,52799,1,0.25,0.0875,0.4824,0.2881,0.672,0.1148,0.0,26.6699,0,0,True
2026-06-06,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,23.1,46.0,56.9,medium,100.0,3.87,999,23.87,52799,1,0.25,0.0875,0.4824,0.2997,0.569,0.1548,0.0,25.9167,0,0,True
2026-06-07,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,26.0,40.5,55.3,medium,101.91,3.87,999,23.87,52799,1,0.25,0.0875,0.4824,0.3035,0.553,0.1548,0.0,25.7611,0,1,True
2026-06-08,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,24.2,39.3,63.9,medium,101.6,3.87,999,23.87,52799,1,0.25,0.0875,0.4824,0.2873,0.639,0.1548,0.0,26.6735,0,1,True
2026-06-09,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,24.7,41.5,58.1,medium,101.46,3.88,999,23.87,52799,1,0.25,0.0875,0.4824,0.2974,0.581,0.1552,0.0,26.0481,0,1,True
2026-06-10,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,17.8,37.3,91.7,high,102.45,3.87,999,23.87,52799,1,0.25,0.0875,0.4824,0.2365,0.917,0.1548,0.0,29.6511,0,1,True
2026-06-11,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,19.0,29.4,96.0,high,100.32,3.88,999,23.87,52799,1,0.25,0.0875,0.4824,0.2212,0.96,0.1552,0.0,29.9825,0,1,True
2026-06-12,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,26.7,32.4,99.0,high,100.39,3.88,999,23.87,52799,1,0.25,0.0875,0.4824,0.2841,0.99,0.1552,0.0,31.5347,0,1,True
2026-06-13,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,31.8,38.8,100.0,high,98.99,4.89,999,23.87,52799,1,0.25,0.0875,0.4824,0.339,1.0,0.1956,0.0,33.1477,0,1,True
2026-06-14,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,32.3,44.3,92.5,high,98.61,5.27,999,23.87,52799,1,0.25,0.0875,0.4824,0.359,0.925,0.2108,0.0,32.6401,1,1,True
2026-06-15,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,34.3,50.5,87.7,high,97.86,6.03,1,23.87,52799,1,0.25,0.0875,0.4824,0.3916,0.877,0.2412,0.9672,48.3952,0,1,True
2026-06-16,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,30.9,43.0,78.8,high,97.04,6.85,2,23.87,52799,1,0.25,0.0875,0.4824,0.3453,0.788,0.274,0.9355,46.202,0,1,True
2026-06-17,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,39.7,45.1,36.2,low,97.33,6.87,3,23.87,52799,1,0.25,0.0875,0.4824,0.4132,0.362,0.2748,0.9048,40.9791,0,1,True
2026-06-18,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,49.2,45.2,41.6,medium,97.62,6.88,4,23.87,52799,1,0.25,0.0875,0.4824,0.48,0.416,0.2752,0.8752,42.4677,0,1,True
2026-06-19,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,48.3,46.2,54.3,medium,97.33,6.89,5,23.87,52799,1,0.25,0.0875,0.4824,0.4767,0.543,0.2756,0.8465,43.732,0,1,True
2026-06-20,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,59.1,46.4,43.4,medium,97.81,6.9,6,23.87,52799,1,0.25,0.0875,0.4824,0.5529,0.434,0.276,0.8187,43.1384,0,1,True
2026-06-21,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,52.7,44.2,50.6,medium,96.7,7.25,7,23.87,52799,1,0.25,0.0875,0.4824,0.5015,0.506,0.29,0.7919,42.9598,1,0,True
2026-06-22,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,44.5,29.9,60.7,medium,97.57,7.26,1,23.87,52799,1,0.25,0.0875,0.4824,0.4012,0.607,0.2904,0.9672,45.3784,0,0,True
2026-06-23,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,40.2,39.8,44.0,medium,97.31,7.27,2,23.87,52799,1,0.25,0.0875,0.4824,0.4008,0.44,0.2908,0.9355,42.5306,0,0,True
2026-06-24,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,38.8,43.8,46.0,medium,96.69,7.29,3,23.87,52799,1,0.25,0.0875,0.4824,0.403,0.46,0.2916,0.9048,42.3691,0,0,True
2026-06-25,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,49.7,37.7,65.3,high,95.67,8.32,4,23.87,52799,1,0.25,0.0875,0.4824,0.461,0.653,0.3328,0.8752,46.1349,0,0,True
2026-06-26,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,46.6,42.8,69.6,high,95.36,8.65,5,23.87,52799,1,0.25,0.0875,0.4824,0.4546,0.696,0.346,0.8465,46.321,0,0,True
2026-06-27,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,41.2,42.3,50.3,medium,97.75,8.65,6,23.87,52799,1,0.25,0.0875,0.4824,0.4153,0.503,0.346,0.8187,42.4676,0,0,True
2026-06-28,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,36.5,42.0,59.4,medium,97.67,8.66,7,23.87,52799,1,0.25,0.0875,0.4824,0.3815,0.594,0.3464,0.7919,42.7086,0,0,True
2026-06-29,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,42.1,39.9,53.1,medium,96.21,8.67,8,23.87,52799,1,0.25,0.0875,0.4824,0.4144,0.531,0.3468,0.7659,42.0082,0,0,True
2026-06-30,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,46.2,45.0,61.7,medium,97.38,8.67,9,23.87,52799,1,0.25,0.0875,0.4824,0.4584,0.617,0.3468,0.7408,43.6024,0,0,True
2026-07-01,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,42.7,42.3,55.4,medium,96.78,8.69,10,23.87,52799,1,0.25,0.0875,0.4824,0.4258,0.554,0.3476,0.7165,41.7546,0,0,True
2026-07-02,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,33.1,38.4,56.6,medium,97.14,7.67,11,23.87,52799,1,0.25,0.0875,0.4824,0.3469,0.566,0.3068,0.693,39.637,0,1,True
2026-07-03,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,28.5,46.8,52.9,medium,96.37,7.2,12,23.87,52799,1,0.25,0.0875,0.4824,0.3399,0.529,0.288,0.6703,38.4039,0,1,True
2026-07-04,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,38.1,47.1,55.2,medium,98.01,7.21,13,23.87,52799,1,0.25,0.0875,0.4824,0.408,0.552,0.2884,0.6483,39.6048,0,1,True
2026-07-05,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,41.3,47.5,51.7,medium,97.25,7.22,14,23.87,52799,1,0.25,0.0875,0.4824,0.4316,0.517,0.2888,0.6271,39.2044,0,1,True
2026-07-06,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,41.1,52.3,52.2,medium,99.04,7.23,15,23.87,52799,1,0.25,0.0875,0.4824,0.4446,0.522,0.2892,0.6065,39.1842,0,1,True
2026-07-07,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,49.5,49.2,43.8,medium,97.7,7.24,16,23.87,52799,1,0.25,0.0875,0.4824,0.4941,0.438,0.2896,0.5866,38.5859,0,1,True
2026-07-08,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,57.1,47.6,52.9,medium,97.32,7.25,17,23.87,52799,1,0.25,0.0875,0.4824,0.5425,0.529,0.29,0.5674,40.4281,0,1,True
2026-07-09,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,54.0,50.3,56.8,medium,99.11,7.25,18,23.87,52799,1,0.25,0.0875,0.4824,0.5289,0.568,0.29,0.5488,40.4317,1,0,True
2026-07-10,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,51.6,42.9,43.1,medium,99.33,5.15,1,23.87,52799,1,0.25,0.0875,0.4824,0.4899,0.431,0.206,0.9672,43.4982,0,0,True
2026-07-11,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,46.8,45.9,57.0,medium,102.23,7.03,2,23.87,52799,1,0.25,0.0875,0.4824,0.4653,0.57,0.2812,0.9355,45.3964,0,0,True
2026-07-12,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,44.1,43.3,56.6,medium,101.89,7.03,3,23.87,52799,1,0.25,0.0875,0.4824,0.4386,0.566,0.2812,0.9048,44.3691,0,0,True
2026-07-13,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,36.1,49.5,59.5,medium,102.22,7.02,4,23.87,52799,1,0.25,0.0875,0.4824,0.4012,0.595,0.2808,0.8752,43.6225,0,0,True
2026-07-14,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,29.4,53.2,67.2,high,104.65,9.47,5,23.87,52799,1,0.25,0.0875,0.4824,0.3654,0.672,0.3788,0.8465,44.773,0,0,True
2026-07-15,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,22.5,55.7,68.9,high,102.72,9.46,6,23.87,52799,1,0.25,0.0875,0.4824,0.3246,0.689,0.3784,0.8187,43.8278,0,0,True
2026-07-16,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,30.0,47.1,78.0,high,100.62,9.44,7,23.87,52799,1,0.25,0.0875,0.4824,0.3513,0.78,0.3776,0.7919,45.1434,0,0,True
2026-07-17,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,23.8,47.8,71.3,high,99.61,9.44,8,23.87,52799,1,0.25,0.0875,0.4824,0.31,0.713,0.3776,0.7659,43.0466,0,0,True
2026-07-18,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,35.1,42.6,78.5,high,100.65,9.43,9,23.87,52799,1,0.25,0.0875,0.4824,0.3735,0.785,0.3772,0.7408,44.791,0,0,True
2026-07-19,SUP_027,Jakarta Resins,Southeast Asia,Chemicals,17,4.1,0.75,32.1,44.3,75.5,high,98.59,9.42,10,23.87,52799,1,0.25,0.0875,0.4824,0.3576,0.755,0.3768,0.7165,43.6914,0,0,True
